OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,geo_text,census_Tract,pharm_desert_2020,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HAI_CY
1078,06,037,243000,06037243000,2430,Census Tract 2430,G5020,S,717347,0,+33.9395183,-118.2336919,1044884.57422,4083.84735699,A06037243000,243000,,27,US,1078,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
1079,06,037,195600,06037195600,1956,Census Tract 1956,G5020,S,527583,0,+34.0808254,-118.2655482,771006.570312,4113.23650765,A06037195600,195600,,28,US,1079,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
1080,06,037,224600,06037224600,2246,Census Tract 2246,G5020,S,718926,0,+34.0222989,-118.2718023,1049201.51953,4124.33189747,A06037224600,224600,,29,US,1080,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,63
1081,06,037,273300,06037273300,2733,Census Tract 2733,G5020,S,571893,0,+33.9955518,-118.4722036,834101.238281,4135.51471187,A06037273300,273300,,30,US,1081,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,24
1082,06,037,228310,06037228310,2283.10,Census Tract 2283.10,G5020,S,546319,0,+34.0113510,-118.2624160,797093.933594,4141.37708901,A06037228310,228310,,31,US,1082,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,74
1083,06,037,240200,06037240200,2402,Census Tract 2402,G5020,S,746814,0,+33.9560337,-118.2761415,1088218.40234,4154.14115473,A06037240200,240200,,32,US,1083,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,54
1084,06,037,240600,06037240600,2406,Census Tract 2406,G5020,S,675863,0,+33.9469450,-118.2684059,984619.824219,4157.16835827,A06037240600,240600,,33,US,1084,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
1085,06,037,232700,06037232700,2327,Census Tract 2327,G5020,S,731203,0,+33.9923463,-118.2858534,1066371.75781,4232.88205153,A06037232700,232700,,34,US,1085,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
1086,06,037,273200,06037273200,2732,Census Tract 2732,G5020,S,641916,0,+33.9975862,-118.4669749,936274.707031,4236.81306357,A06037273200,273200,,35,US,1086,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,35
1087,06,037,232300,06037232300,2323,Census Tract 2323,G5020,S,628761,0,+33.9974228,-118.2981841,917083.605469,4247.3293004,A06037232300,232300,,36,US,1087,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,50
1088,06,037,241120,06037241120,2411.20,Census Tract 2411.20,G5020,S,663697,0,+33.9364446,-118.2768362,966661.382812,4271.31990047,A06037241120,241120,,37,US,1088,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
1089,06,037,232500,06037232500,2325,Census Tract 2325,G5020,S,767691,0,+33.9920834,-118.3108167,1119580.12109,4400.3361914,A06037232500,232500,,38,US,1089,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,40
1090,06,037,240300,06037240300,2403,Census Tract 2403,G5020,S,813527,0,+33.9564095,-118.2861229,1185441.96484,4413.74799848,A06037240300,240300,,39,US,1090,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,50
1091,06,037,269800,06037269800,2698,Census Tract 2698,G5020,S,467088,0,+34.0320450,-118.3968111,681820.917969,4429.55276343,A06037269800,269800,,40,US,1091,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
1092,06,037,206020,06037206020,2060.20,Census Tract 2060.20,G5020,S,843243,30290,+34.0571230,-118.2311021,1275889.89062,4431.09297266,A06037206020,206020,,41,US,1092,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1093,06,037,240010,06037240010,2400.10,Census Tract 2400.10,G5020,S,588432,0,+33.9583159,-118.2637832,857479.007812,4487.66089292,A06037240010,240010,,42,US,1093,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1094,06,037,267700,06037267700,2677,Census Tract 2677,G5020,S,814658,0,+34.0387217,-118.4441579,1189365.88672,4490.08402714,A06037267700,267700,,43,US,1094,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
1095,06,037,702300,06037702300,7023,Census Tract 7023,G5020,S,2599720,0,+34.0183110,-118.4559536,3793681.63672,7783.59719387,A06037702300,702300,,44,US,1095,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1096,06,037,240500,06037240500,2405,Census Tract 2405,G5020,S,812533,0,+33.9469270,-118.2756654,1183721.8125,4513.54095878,A06037240500,240500,,45,US,1096,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1097,06,037,232600,06037232600,2326,Census Tract 2326,G5020,S,795281,0,+33.9920924,-118.2979984,1159812.71094,4517.11909038,A06037232600,232600,,46,US,1097,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,47
1098,06,037,265420,06037265420,2654.20,Census Tract 2654.20,G5020,S,730767,0,+34.0704417,-118.4594426,1067681.04297,4547.17942471,A06037265420,265420,,47,US,1098,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
1099,06,037,228800,06037228800,2288,Census Tract 2288,G5020,S,844484,0,+33.9992469,-118.2432565,1231776.20703,4551.62260314,A06037228800,228800,,48,US,1099,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
1100,06,037,541001,06037541001,5410.01,Census Tract 5410.01,G5020,S,2609459,0,+33.8934521,-118.2749503,3796834.51172,7916.89662798,A06037541001,541001,,49,US,1100,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1101,06,037,269100,06037269100,2691,Census Tract 2691,G5020,S,839267,0,+34.0530704,-118.3948253,1225711.68359,4589.66061662,A06037269100,269100,,0,US,1101,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,35
1102,06,037,272301,06037272301,2723.01,Census Tract 2723.01,G5020,S,604024,0,+34.0050155,-118.4222404,881160.839844,4687.30035444,A06037272301,272301,,1,US,1102,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1103,06,037,204920,06037204920,2049.20,Census Tract 2049.20,G5020,S,909972,0,+34.0175004,-118.1974975,1327870.45312,4711.6072065,A06037204920,204920,,2,US,1103,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
1104,06,037,231100,06037231100,2311,Census Tract 2311,G5020,S,894058,0,+34.0152478,-118.2765579,1304576.06641,4756.48557147,A06037231100,231100,,3,US,1104,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,40
1105,06,037,242200,06037242200,2422,Census Tract 2422,G5020,S,813234,0,+33.9486636,-118.2391843,1184797.46875,4757.06994279,A06037242200,242200,,4,US,1105,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,35
1106,06,037,234200,06037234200,2342,Census Tract 2342,G5020,S,882910,0,+34.0164074,-118.3311523,1288341.46094,4797.50672072,A06037234200,234200,,5,US,1106,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,58
1107,06,037,271500,06037271500,2715,Census Tract 2715,G5020,S,910076,0,+34.0166822,-118.4382414,1327992.61719,4809.00846216,A06037271500,271500,,6,US,1107,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
1108,06,037,231600,06037231600,2316,Census Tract 2316,G5020,S,954663,0,+34.0072734,-118.2980319,1392749.05859,4819.18612997,A06037231600,231600,,7,US,1108,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
1109,06,037,231220,06037231220,2312.20,Census Tract 2312.20,G5020,S,965180,0,+34.0145635,-118.2893753,1408329.21484,4849.37081153,A06037231220,231220,,8,US,1109,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,31
1110,06,037,235202,06037235202,2352.02,Census Tract 2352.02,G5020,S,851553,0,+33.9730801,-118.3303760,1241333.30469,4864.4853805,A06037235202,235202,,9,US,1110,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,30
1111,06,037,265520,06037265520,2655.20,Census Tract 2655.20,G5020,S,767203,0,+34.0513710,-118.4423976,1120417.45312,4942.84333167,A06037265520,265520,,10,US,1111,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,65
1112,06,037,239330,06037239330,2393.30,Census Tract 2393.30,G5020,S,979523,0,+33.9783876,-118.2631028,1428052.77734,4944.0752459,A06037239330,239330,,11,US,1112,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1113,06,037,240800,06037240800,2408,Census Tract 2408,G5020,S,630658,7788,+33.9397052,-118.2618930,929958.824219,4973.41748781,A06037240800,240800,,12,US,1113,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1114,06,037,294830,06037294830,2948.30,Census Tract 2948.30,G5020,S,885881,0,+33.7729434,-118.2670110,1285385.30469,5025.82435607,A06037294830,294830,,13,US,1114,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,58
1115,06,037,270300,06037270300,2703,Census Tract 2703,G5020,S,963534,13000,+34.0399075,-118.3708123,1425742.79297,5033.91552443,A06037270300,270300,,14,US,1115,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
1116,06,037,271200,06037271200,2712,Census Tract 2712,G5020,S,524468,0,+34.0313918,-118.4420025,765574.359375,5034.51476507,A06037271200,271200,,15,US,1116,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,50
1117,06,037,271701,06037271701,2717.01,Census Tract 2717.01,G5020,S,997063,0,+34.0271150,-118.4192255,1455278.16016,5083.69822814,A06037271701,271701,,16,US,1117,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,41
1118,06,037,232400,06037232400,2324,Census Tract 2324,G5020,S,1112949,0,+33.9993836,-118.3108346,1623373.45703,5119.14085147,A06037232400,232400,,17,US,1118,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1119,06,037,139200,06037139200,1392,Census Tract 1392,G5020,S,1152028,0,+34.1756961,-118.5246446,1687312.1875,5170.05406633,A06037139200,139200,,18,US,1119,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,59
1120,06,037,143200,06037143200,1432,Census Tract 1432,G5020,S,957093,0,+34.1494399,-118.3720618,1400949.48047,5182.11925091,A06037143200,143200,,19,US,1120,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
1121,06,037,271100,06037271100,2711,Census Tract 2711,G5020,S,804371,0,+34.0339126,-118.4268131,1174224.32422,5205.34373079,A06037271100,271100,,20,US,1121,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
1122,06,037,240900,06037240900,2409,Census Tract 2409,G5020,S,1057639,12765,+33.9347980,-118.2605452,1558955.39453,5244.87199431,A06037240900,240900,,21,US,1122,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,50
1123,06,037,267100,06037267100,2671,Census Tract 2671,G5020,S,1103958,0,+34.0525736,-118.4245499,1612256.00391,5252.1624569,A06037267100,267100,,22,US,1123,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
1124,06,037,270200,06037270200,2702,Census Tract 2702,G5020,S,758090,6115,+34.0328855,-118.3797742,1115570.08203,5270.60521643,A06037270200,270200,,23,US,1124,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1125,06,037,242700,06037242700,2427,Census Tract 2427,G5020,S,1015217,0,+33.9363535,-118.2426485,1478644.51172,5289.04031612,A06037242700,242700,,24,US,1125,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,61
1126,06,037,271400,06037271400,2714,Census Tract 2714,G5020,S,1149044,0,+34.0100779,-118.4473997,1676435.01953,5340.35067862,A06037271400,271400,,25,US,1126,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,59
1127,06,037,269700,06037269700,2697,Census Tract 2697,G5020,S,897605,0,+34.0363360,-118.3871530,1310395.51562,5437.78870056,A06037269700,269700,,26,US,1127,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
1128,06,037,267200,06037267200,2672,Census Tract 2672,G5020,S,1175765,0,+34.0456511,-118.4371983,1716846.05469,5452.93626173,A06037267200,267200,,27,US,1128,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
1129,06,037,194500,06037194500,1945,Census Tract 1945,G5020,S,685341,0,+34.0781753,-118.3695958,1001492.58984,5513.36134878,A06037194500,194500,,28,US,1129,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
1130,06,037,267800,06037267800,2678,Census Tract 2678,G5020,S,1151184,0,+34.0395800,-118.4306812,1680715.71094,5482.75419898,A06037267800,267800,,29,US,1130,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,40
1131,06,037,236100,06037236100,2361,Census Tract 2361,G5020,S,1130674,0,+34.0126393,-118.3402131,1649734.30469,5495.00714586,A06037236100,236100,,30,US,1131,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,24
1132,06,037,240700,06037240700,2407,Census Tract 2407,G5020,S,1194494,0,+33.9470153,-118.2593919,1740192.05469,5531.25136052,A06037240700,240700,,31,US,1132,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,55
1133,06,037,201302,06037201302,2013.02,Census Tract 2013.02,G5020,S,991728,0,+34.0978820,-118.1838819,1449886.85156,5531.98247894,A06037201302,201302,,32,US,1133,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,74
1134,06,037,207400,06037207400,2074,Census Tract 2074,G5020,S,862957,6458,+34.0562223,-118.2466420,1269816.5,5588.74989214,A06037207400,207400,,33,US,1134,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
1135,06,037,267600,06037267600,2676,Census Tract 2676,G5020,S,1269482,0,+34.0340912,-118.4524492,1853190.40234,5606.58952982,A06037267600,267600,,34,US,1135,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
1136,06,037,265700,06037265700,2657,Census Tract 2657,G5020,S,1233092,0,+34.0632000,-118.4236856,1801291.63281,5613.86086791,A06037265700,265700,,35,US,1136,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,31
1137,06,037,228100,06037228100,2281,Census Tract 2281,G5020,S,1003327,0,+34.0096170,-118.2439607,1463828.33984,5626.08316958,A06037228100,228100,,36,US,1137,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,70
1138,06,037,273100,06037273100,2731,Census Tract 2731,G5020,S,1175328,0,+34.0034847,-118.4597995,1714524.33203,5700.74614659,A06037273100,273100,,37,US,1138,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
1139,06,037,201401,06037201401,2014.01,Census Tract 2014.01,G5020,S,1279500,28686,+34.0782936,-118.1857852,1911762.33594,5706.54434974,A06037201401,201401,,38,US,1139,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,50
1140,06,037,703200,06037703200,7032,Census Tract 7032,G5020,S,2106455,0,+33.9985885,-118.3401633,3072462.98438,8404.13643276,A06037703200,703200,,39,US,1140,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1141,06,037,219700,06037219700,2197,Census Tract 2197,G5020,S,1092488,0,+34.0277561,-118.3490693,1594583.33984,6112.9112113,A06037219700,219700,,40,US,1141,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
1142,06,111,007405,06111007405,74.05,Census Tract 74.05,G5020,S,38881089,0,+34.1885816,-118.7204097,56964533.4023,45382.5958502,A06111007405,7405,,41,US,1142,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1143,06,037,541002,06037541002,5410.02,Census Tract 5410.02,G5020,S,3430374,469,+33.8751243,-118.2728118,4989938.42578,9506.58537574,A06037541002,541002,,42,US,1143,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1144,06,037,234000,06037234000,2340,Census Tract 2340,G5020,S,1241882,0,+34.0120868,-118.3214867,1811970.62891,6474.80742238,A06037234000,234000,,43,US,1144,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,45
1145,06,037,463800,06037463800,4638,Census Tract 4638,G5020,S,2843526,24382,+34.1341118,-118.1745514,4196389.69922,11057.8727858,A06037463800,463800,,44,US,1145,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1146,06,037,269500,06037269500,2695,Census Tract 2695,G5020,S,1384207,0,+34.0433812,-118.3937878,2021109.66406,6652.63009071,A06037269500,269500,,45,US,1146,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
1147,06,111,007511,06111007511,75.11,Census Tract 75.11,G5020,S,26458409,2126,+34.2269369,-118.6788342,38800638.6797,45767.3471962,A06111007511,7511,,46,US,1147,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
1148,06,037,201402,06037201402,2014.02,Census Tract 2014.02,G5020,S,1941232,0,+34.0689106,-118.1877681,2836120.94141,7003.34531404,A06037201402,201402,,47,US,1148,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,57
1149,06,037,137502,06037137502,1375.02,Census Tract 1375.02,G5020,S,2090222,0,+34.1634518,-118.5976927,3060563.70312,7101.79895338,A06037137502,137502,,48,US,1149,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,71
1150,06,037,271300,06037271300,2713,Census Tract 2713,G5020,S,1462545,0,+34.0259651,-118.4413459,2134624.13281,7125.9389228,A06037271300,271300,,49,US,1150,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
1151,06,037,201301,06037201301,2013.01,Census Tract 2013.01,G5020,S,866187,0,+34.0882421,-118.1878388,1266062.89844,7211.37928511,A06037201301,201301,,0,US,1151,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
1152,06,037,143300,06037143300,1433,Census Tract 1433,G5020,S,1649223,5619,+34.1521830,-118.3866139,2422478.375,7335.99300236,A06037143300,143300,,1,US,1152,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
1153,06,037,195500,06037195500,1955,Census Tract 1955,G5020,S,1215212,0,+34.0881865,-118.2646124,1776214.16797,7364.24333119,A06037195500,195500,,2,US,1153,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,55
1154,06,037,205120,06037205120,2051.20,Census Tract 2051.20,G5020,S,1466130,0,+34.0187546,-118.2117956,2139491.25781,7387.81197894,A06037205120,205120,,3,US,1154,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
1155,06,037,269300,06037269300,2693,Census Tract 2693,G5020,S,2205507,3034,+34.0444598,-118.4122005,3224513.94531,7491.17062098,A06037269300,269300,,4,US,1155,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
1156,06,037,206010,06037206010,2060.10,Census Tract 2060.10,G5020,S,1418137,20551,+34.0682177,-118.2320356,2101911.53516,7762.70835883,A06037206010,206010,,5,US,1156,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
1157,06,037,195100,06037195100,1951,Census Tract 1951,G5020,S,1566302,329063,+34.1022274,-118.2669741,2771181.85938,8009.32308451,A06037195100,195100,,6,US,1157,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,52
1158,06,037,264302,06037264302,2643.02,Census Tract 2643.02,G5020,S,1690101,0,+34.0472018,-118.4768542,2467972.74219,8152.24504354,A06037264302,264302,,7,US,1158,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,27
1159,06,037,264000,06037264000,2640,Census Tract 2640,G5020,S,1868031,0,+34.0545499,-118.4815022,2728263.05469,8462.27749602,A06037264000,264000,,8,US,1159,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
1160,06,037,137501,06037137501,1375.01,Census Tract 1375.01,G5020,S,2514414,0,+34.1649344,-118.5768036,3681809.625,8932.12071451,A06037137501,137501,,9,US,1160,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,41
